model,population,split,n,ChoiceListRecall@1,ChoiceListRecall@5,ChoiceListRecall@10,ChoiceListRecall@25,ChoiceListRecall@50,ChoiceListRecall@100,CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@50,CompleteScenarioRetrieval@100
BioLORD-2023,P_COMBINATION_WITH_ALTERNATIVES,forward_family_held_out,86,0.11046511627906977,0.25,0.3313953488372093,0.5116279069767442,0.6395348837209303,0.7267441860465116,0.0,0.0,0.0,0.06976744186046512,0.29069767441860467,0.45348837209302323
BioLORD-2023,P_COMBINATION,forward_family_held_out,72,0.1527777777777778,0.3888888888888889,0.4791666666666667,0.5555555555555556,0.6527777777777778,0.7361111111111112,0.0,0.013888888888888888,0.09722222222222222,0.1388888888888889,0.3194444444444444,0.4861111111111111
MedCPT,P_COMBINATION_WITH_ALTERNATIVES,forward_family_held_out,86,0.005813953488372093,0.0872093023255814,0.19186046511627908,0.36046511627906974,0.48255813953488375,0.5697674418604651,0.0,0.0,0.0,0.08139534883720931,0.1744186046511628,0.22093023255813954
MedCPT,P_COMBINATION,forward_family_held_out,72,0.08333333333333333,0.24305555555555555,0.3263888888888889,0.5138888888888888,0.6458333333333334,0.6527777777777778,0.0,0.0,0.041666666666666664,0.19444444444444445,0.3472222222222222,0.3472222222222222
Qwen3-Embedding-0.6B,P_COMBINATION_WITH_ALTERNATIVES,forward_family_held_out,86,0.05232558139534884,0.4127906976744186,0.46511627906976744,0.5348837209302325,0.6395348837209303,0.7093023255813954,0.0,0.06976744186046512,0.11627906976744186,0.18604651162790697,0.32558139534883723,0.45348837209302323
Qwen3-Embedding-0.6B,P_COMBINATION,forward_family_held_out,72,0.1527777777777778,0.4375,0.4861111111111111,0.5902777777777778,0.7152777777777778,0.8055555555555556,0.0,0.05555555555555555,0.09722222222222222,0.2361111111111111,0.4861111111111111,0.6388888888888888
SapBERT,P_COMBINATION_WITH_ALTERNATIVES,forward_family_held_out,86,0.0755813953488372,0.27325581395348836,0.38372093023255816,0.5,0.5232558139534884,0.563953488372093,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.12790697674418605
SapBERT,P_COMBINATION,forward_family_held_out,72,0.13194444444444445,0.2986111111111111,0.3680555555555556,0.4722222222222222,0.5833333333333334,0.5972222222222222,0.0,0.0,0.013888888888888888,0.1111111111111111,0.20833333333333334,0.2361111111111111
