model,population,split,n,ChoiceListRecall@1,ChoiceListRecall@5,ChoiceListRecall@10,ChoiceListRecall@25,ChoiceListRecall@50,ChoiceListRecall@100,CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@50,CompleteScenarioRetrieval@100
BioLORD-2023,P_COMBINATION,backward_stratified_test,811,0.2414714344430744,0.4973284011508426,0.6080969995889848,0.7365392519523223,0.8307644882860666,0.9200575421290588,0.0,0.2281134401972873,0.3871763255240444,0.5721331689272503,0.7213316892725031,0.8618988902589396
BioLORD-2023,P_COMBINATION_WITH_ALTERNATIVES,backward_stratified_test,38,0.4013157894736842,0.6140350877192983,0.8618421052631579,0.9868421052631579,1.0,1.0,0.0,0.2894736842105263,0.7368421052631579,0.9736842105263158,1.0,1.0
MedCPT,P_COMBINATION,backward_stratified_test,811,0.22698314837648992,0.4166666666666667,0.4867447595561036,0.5703863542951089,0.6256678997122893,0.6838265515824086,0.0,0.17262638717632553,0.2762022194821208,0.4081381011097411,0.49815043156596794,0.5856966707768188
MedCPT,P_COMBINATION_WITH_ALTERNATIVES,backward_stratified_test,38,0.2741228070175439,0.5570175438596491,0.6513157894736842,0.8618421052631579,0.9605263157894737,0.9868421052631579,0.0,0.13157894736842105,0.2894736842105263,0.7105263157894737,0.9210526315789473,0.9736842105263158
Qwen3-Embedding-0.6B,P_COMBINATION,backward_stratified_test,811,0.22965474722564735,0.44266337854500615,0.5503493629264283,0.7001644060830251,0.7953144266337855,0.8777229757501027,0.0,0.1812577065351418,0.3156596794081381,0.5191122071516646,0.6424167694204685,0.7731196054254007
Qwen3-Embedding-0.6B,P_COMBINATION_WITH_ALTERNATIVES,backward_stratified_test,38,0.34210526315789475,0.6557017543859649,0.7587719298245614,0.8881578947368421,0.9868421052631579,1.0,0.0,0.34210526315789475,0.5526315789473685,0.8157894736842105,0.9736842105263158,1.0
SapBERT,P_COMBINATION,backward_stratified_test,811,0.17940813810110975,0.35933004521167283,0.4352651048088779,0.5505548705302096,0.6278257295519934,0.6974928072338676,0.0,0.1442663378545006,0.20838471023427868,0.3403205918618989,0.4278668310727497,0.5228113440197287
SapBERT,P_COMBINATION_WITH_ALTERNATIVES,backward_stratified_test,38,0.23684210526315788,0.49780701754385964,0.6491228070175439,0.7741228070175439,0.8399122807017544,0.8925438596491228,0.0,0.2894736842105263,0.47368421052631576,0.5526315789473685,0.6842105263157895,0.7631578947368421
