model,population,split,n,ChoiceListRecall@1,ChoiceListRecall@5,ChoiceListRecall@10,ChoiceListRecall@25,ChoiceListRecall@50,ChoiceListRecall@100,CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@50,CompleteScenarioRetrieval@100
BioLORD-2023,P_COMBINATION,forward_stratified_test,64,0.1015625,0.3125,0.4140625,0.50390625,0.625,0.6953125,0.0,0.03125,0.140625,0.1875,0.3125,0.421875
BioLORD-2023,P_COMBINATION_WITH_ALTERNATIVES,forward_stratified_test,69,0.07246376811594203,0.12681159420289856,0.23478260869565218,0.4115942028985507,0.5094202898550725,0.5933574879227053,0.0,0.0,0.014492753623188406,0.08695652173913043,0.17391304347826086,0.3188405797101449
MedCPT,P_COMBINATION,forward_stratified_test,64,0.05078125,0.18359375,0.3046875,0.4921875,0.578125,0.61328125,0.0,0.015625,0.03125,0.1875,0.296875,0.359375
MedCPT,P_COMBINATION_WITH_ALTERNATIVES,forward_stratified_test,69,0.013043478260869566,0.10785024154589372,0.24130434782608695,0.4185990338164251,0.5363526570048309,0.6335748792270531,0.0,0.0,0.0,0.08695652173913043,0.2028985507246377,0.3333333333333333
Qwen3-Embedding-0.6B,P_COMBINATION,forward_stratified_test,64,0.109375,0.2890625,0.4296875,0.56640625,0.63671875,0.734375,0.0,0.046875,0.125,0.28125,0.40625,0.5625
Qwen3-Embedding-0.6B,P_COMBINATION_WITH_ALTERNATIVES,forward_stratified_test,69,0.1473429951690821,0.2896135265700483,0.37028985507246376,0.520048309178744,0.6384057971014493,0.7198067632850241,0.0,0.043478260869565216,0.07246376811594203,0.2898550724637681,0.4057971014492754,0.5072463768115942
SapBERT,P_COMBINATION,forward_stratified_test,64,0.1484375,0.3125,0.375,0.421875,0.5625,0.6171875,0.0,0.0,0.03125,0.078125,0.28125,0.34375
SapBERT,P_COMBINATION_WITH_ALTERNATIVES,forward_stratified_test,69,0.08490338164251207,0.2388888888888889,0.3101449275362319,0.3759661835748792,0.40495169082125604,0.4846618357487923,0.0,0.014492753623188406,0.028985507246376812,0.043478260869565216,0.08695652173913043,0.2028985507246377
