population,metric,n,delta_l2_minus_zero_shot,ci95_low,ci95_high,bootstrap_seed,bootstrap_reps
backward_family_held_out,Hit@10,2747,0.019657808518383692,0.012013105205678923,0.02730251183108846,2026,5000
backward_family_held_out,Hit@100,2747,0.008736803785948308,0.004368401892974154,0.013105205678922462,2026,5000
backward_family_held_out,MRR,2784,0.007873444058767996,0.0036343803159462804,0.012146766440583092,2026,5000
