device,load_seconds,model,n_sources,source_encoding_seconds,split,target_encoding_seconds
cuda,2.3969271000000845,zero_shot,10197,17.210861800000202,train,33.883363100000224
cuda,2.3969271000000845,zero_shot,1457,2.35265070000014,dev,33.883363100000224
cuda,2.3969271000000845,zero_shot,2913,4.557860299999902,test,33.883363100000224
cuda,0.9657385999998951,l1_seed42,10197,18.090866500000175,train,31.8631962999998
cuda,0.9657385999998951,l1_seed42,1457,2.5010122999992745,dev,31.8631962999998
cuda,0.9657385999998951,l1_seed42,2913,5.317679400000088,test,31.8631962999998
cuda,0.4457477999994808,l2_seed17,10197,15.146172699999624,train,30.164426499999536
cuda,0.4457477999994808,l2_seed17,1457,2.1361879999994926,dev,30.164426499999536
cuda,0.4457477999994808,l2_seed17,2913,4.556562599999779,test,30.164426499999536
