population,metric,n,delta_l2_minus_zero_shot,ci95_low,ci95_high,bootstrap_seed,bootstrap_reps
forward_family_held_out,Hit@10,549,0.0036429872495446266,-0.0036429872495446266,0.01092896174863388,2026,5000
forward_family_held_out,Hit@100,549,0.00546448087431694,0.0,0.012750455373406194,2026,5000
forward_family_held_out,MRR,549,0.002962601478940175,-0.005482001035095248,0.011192403480862574,2026,5000
