corpus_hash,direction,max,mean,median,min,n,p1,p5,p95,p99,population,q1,q3,sd,target_count
a394fe6a0055b13e2df4eaeb4ac4b739e7d8d54277adb02f9bdecff67ad80a3a,ICD9CM_TO_ICD10CM,0.9963095188140869,0.9630147422128515,0.966680645942688,0.7684276700019836,17513,0.9150162076950074,0.9290067672729492,0.9862096071243286,0.9903916096687317,all_targets,0.9515688419342041,0.9766886830329895,0.017877104368455833,17513
,,0.9963095188140869,0.9624039550742478,0.9659555554389954,0.7684276700019836,13061,0.9149911165237427,0.9290825724601746,0.9860011339187622,0.9903082370758056,TRAIN_POSITIVE_TARGET,0.9504530429840088,0.9761523008346558,0.01789136203890198,
,,0.9942660927772522,0.964806631435067,0.9689532816410065,0.8735727071762085,4452,0.915186470746994,0.9288513869047165,0.9866393387317658,0.9905084997415543,NON_TRAIN_POSITIVE_TARGET,0.9556607902050018,0.9780875593423843,0.017716094689712483,
