Hit@1,Hit@10,Hit@100,Hit@25,Hit@5,Hit@50,MRR,model,n_answerable_noncombination,n_total,population
0.726775956284153,0.9289617486338798,0.9817850637522769,0.9617486338797814,0.8925318761384335,0.9744990892531876,0.8021249334115907,zero_shot,549,573,forward_family_held_out
0.73224043715847,0.9435336976320583,0.9908925318761385,0.9799635701275046,0.9162112932604736,0.9854280510018215,0.8126616158455245,l1_seed42,549,573,forward_family_held_out
0.7285974499089253,0.9326047358834244,0.9872495446265938,0.9653916211293261,0.907103825136612,0.9781420765027322,0.8050875348905309,l2_seed17,549,573,forward_family_held_out
