candidate_count,excluded_mapping_kinds,population,positive_count,positive_policy,source_count
922400,"NO_MAP,COMBINATION,COMBINATION_WITH_ALTERNATIVES",ordinary_answerable_train,13204,all candidate-contained valid positives,9224
