constant,count,feature,inf_count,max,mean,median,min,missing_fraction,nan_count,near_constant_sd_lt_1e-6,p1,p99,sd
False,922400,source_depth_norm,0,1.0,0.9175249349522984,1.0,0.5,0.0,0,False,0.75,1.0,0.12134491093354946
False,922400,target_depth_norm,0,1.0,0.7549685602775369,0.8333333333333334,0.3333333333333333,0.0,0,False,0.3333333333333333,1.0,0.198949419133352
False,922400,target_sibling_count_log1p,0,3.044522437723423,1.5137344630763314,1.3862943611198906,0.0,0.0,0,False,0.6931471805599453,2.302585092994046,0.4816962627960952
False,922400,target_ancestor_count_norm,0,1.0,0.7549685602775369,0.8333333333333334,0.3333333333333333,0.0,0,False,0.3333333333333333,1.0,0.198949419133352
False,922400,candidate_same_parent_fraction,0,0.16,0.028423742411101474,0.02,0.01,0.0,0,False,0.01,0.1,0.01946131150045811
False,922400,candidate_same_family_fraction,0,1.0,0.19164052471812662,0.09,0.01,0.0,0,False,0.01,0.97,0.22896071597377057
False,922400,candidate_shared_ancestor_fraction,0,1.0,0.6019877710320902,0.65,0.01,0.0,0,False,0.01,1.0,0.32826022405810057
False,922400,candidate_same_root_fraction,0,1.0,0.6019877710320902,0.65,0.01,0.0,0,False,0.01,1.0,0.32826022405810057
