step,status,replication,promoted_to_test,next_stage
STEP10,CLOSED,OFFICIAL_DEV_FAILS_TO_REPLICATE,False,STEP 11-R1 — MAPPING CARDINALITY + STRUCTURED SET DECODER DESIGN AND PREREGISTRATION
