candidate_mutation_count,checkpoint_path,checkpoint_sha256,epoch1_loss,epoch2_loss,epochs_completed,finite_gradients,initialization_sha,max_abs_fusion_delta,max_abs_residual,seed
0,C:\Users\rohan\SHIFT-ICD\artifacts\experiments\step10_fusion\final_checkpoints\seed_17_epoch_2.pt,312f11536156935f91b798cb8074072bc65ef3742f9f4ea8ea3429ae7c28c84a,4.404801042022177,4.388888401968669,2,True,4812895b491cee7b78e0861519b8c33205ae1c0008b861d1018b8c5068640109,0.06378632038831711,0.31893160939216614,17
0,C:\Users\rohan\SHIFT-ICD\artifacts\experiments\step10_fusion\final_checkpoints\seed_42_epoch_2.pt,c81ab94f05df0a768de358ac943588bf74f1b8417ad26cdcece084319bc52958,4.397351355701169,4.383581478290492,2,True,7a22d07db2fbebb5e3a8ccf31fb1b974e162273aab543f1eb160412299f07266,0.1008358970284462,0.5041794776916504,42
0,C:\Users\rohan\SHIFT-ICD\artifacts\experiments\step10_fusion\final_checkpoints\seed_2026_epoch_2.pt,b20139e054cf8a044be547297055b29ba1b2b2b7d96e68576a689fdcc1471385,4.394364947678721,4.379252587222723,2,True,dc5e69496f67dda4a3fdce4edd248e3c9d857fe762551c297a8f79ea041ba1f3,0.11192814260721207,0.5596407055854797,2026
