seed,Hit@1,MRR,NDCG@10,canonical
17,0.6965875370919882,0.772058632582593,0.7736489104270061,True
42,0.6973293768545994,0.7725553407272459,0.7741337650529903,False
2026,0.6973293768545994,0.7724474292237183,0.7741401128916926,False
