seed,n,Hit@1,Hit@5,Hit@10,Hit@25,Hit@50,Hit@100,MRR
17,2695,0.7198515769944341,0.887569573283859,0.9291280148423006,0.9628942486085343,0.9795918367346939,0.9903525046382189,0.7952315562660147
42,2695,0.7272727272727273,0.8920222634508349,0.9294990723562152,0.9643784786641929,0.9814471243042672,0.9896103896103896,0.8006195477325643
2026,2695,0.726530612244898,0.8864564007421151,0.9269016697588126,0.9621521335807051,0.9792207792207792,0.9896103896103896,0.7989743613629259
