group,n,Hit@1,Hit@5,Hit@10,Hit@25,Hit@50,Hit@100,MRR
ALTERNATIVE,542,0.6771217712177122,0.915129151291513,0.9575645756457565,0.9833948339483395,0.988929889298893,0.996309963099631,0.7816106667760064
COMBINATION,0,,,,,,,
COMBINATION_WITH_ALTERNATIVES,0,,,,,,,
NO_MAP,0,,,,,,,
SINGLE_APPROXIMATE,1449,0.6259489302967564,0.8295376121463078,0.8902691511387164,0.9392684610075914,0.9675638371290545,0.9848171152518979,0.718978603611058
SINGLE_EXACT,704,0.9460227272727273,0.9857954545454546,0.9872159090909091,0.9957386363636364,0.9971590909090909,0.9971590909090909,0.9626648666362135
