direction,n,Hit@1,Hit@5,Hit@10,Hit@25,Hit@50,Hit@100,MRR,ChoiceListRecall@10,ChoiceListRecall@100,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@100,protocol,experiment_version,partition
ICD9CM_TO_ICD10CM,2695,0.018800247371675943,0.7380333951762523,0.8487322201607916,0.9320964749536178,0.9675943104514533,0.9837971552257266,0.35426368136608355,0.8487322201607916,0.9837971552257266,0.8487322201607916,0.9837971552257266,shift_map_v1,1.0,test
