direction,n,Hit@1,Hit@5,Hit@10,Hit@25,Hit@50,Hit@100,MRR,ChoiceListRecall@10,ChoiceListRecall@100,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@100,protocol,experiment_version,partition
ICD10CM_TO_ICD9CM,14341,0.35980818222688443,0.5614915829961536,0.6422648483940256,0.748114291423148,0.8174234477246616,0.8589839652330287,0.45406306338056385,0.6475460843019842,0.8667253727838441,0.6373605729717037,0.8660326406011506,shift_map_v1,1.0,test
