system,population,n,mean_top1_score,median_top1_score,sd_top1_score,p25_top1_score,p75_top1_score
zero_shot_biolord,P_NO_MAP,85,0.8298423703979043,0.8545675277709961,0.08703819605007027,0.7849838137626648,0.8933340311050415
final_seed_17,P_NO_MAP,85,0.8707417936886058,0.8872362375259399,0.07474992188472317,0.8430110216140747,0.9251708984375
