CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@100,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@50,Hit@1,Hit@10,Hit@100,Hit@25,Hit@5,Hit@50,MRR,answerable_n,lexical_difficulty,n,noncombination_answerable_n
0.9968569931901519,1.0,1.0,1.0,1.0,1.0,0.9968569931901519,1.0,1.0,1.0,1.0,1.0,0.998210232233281,1909,LEXICAL_EXACT,1909,1909
0.8658372562205784,0.9734364492266308,0.99226630800269,0.9838601210490922,0.9583053127101546,0.9858776059179556,0.902558710129688,0.9957939011566772,1.0,0.9996494917630564,0.9842271293375394,1.0,0.9401124873044524,2974,LEXICAL_HIGH,2974,2853
0.08784912867032704,0.27233229887801386,0.5137264263547386,0.3828598710909525,0.2114108379088088,0.44846025304368586,0.09303266255435332,0.28491252907270703,0.5208817878450804,0.39771463241986044,0.2224188492264132,0.4612195368591364,0.15800672320177234,20945,LEXICAL_LOW,21307,19778
0.5451589595375722,0.8606695568400771,0.9612235067437379,0.9238921001926782,0.7890173410404624,0.947495183044316,0.6101078167115903,0.932345013477089,0.9967654986522911,0.9831536388140162,0.8646900269541778,0.9938005390835579,0.7217692521812247,8304,LEXICAL_MEDIUM,8304,7420
