CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@100,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@50,Hit@1,Hit@10,Hit@100,Hit@25,Hit@5,Hit@50,MRR,answerable_n,group,n,noncombination_answerable_n,system
0.0,0.0010608203677510608,0.005657708628005658,0.001768033946251768,0.0,0.0024752475247524753,0.0,0.0011131725417439704,0.005936920222634508,0.0018552875695732839,0.0,0.0025974025974025974,0.00023545830940674807,2828,overall,2913,2695,Random
0.14427157001414428,0.14427157001414428,0.16902404526166903,0.144978783592645,0.14427157001414428,0.14674681753889673,0.15139146567717995,0.15139146567717995,0.17736549165120594,0.15213358070500926,0.15139146567717995,0.15398886827458255,0.15177641514942897,2828,overall,2913,2695,Exact Label
0.5226308345120226,0.6948373408769448,0.8253182461103253,0.7574257425742574,0.6456859971711457,0.7980905233380481,0.5484230055658627,0.7228200371057514,0.8437847866419295,0.7840445269016698,0.6742115027829314,0.8211502782931355,0.6074946777382716,2828,overall,2913,2695,Token Overlap
0.5565770862800565,0.7514144271570015,0.8748231966053748,0.8175388967468176,0.7004950495049505,0.8511315417256011,0.5840445269016697,0.7803339517625232,0.8909090909090909,0.8415584415584415,0.7309833024118738,0.872356215213358,0.6511242033869326,2828,overall,2913,2695,BM25 Default
0.5565770862800565,0.7521216407355021,0.8758840169731259,0.8182461103253182,0.7033239038189534,0.8500707213578501,0.5840445269016697,0.7814471243042672,0.8920222634508349,0.8419294990723563,0.733951762523191,0.8712430426716141,0.6510105388247415,2828,overall,2913,2695,BM25 Dev-Tuned
