CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@100,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@50,Hit@1,Hit@10,Hit@100,Hit@25,Hit@5,Hit@50,MRR,alternative_bucket,answerable_n,n,noncombination_answerable_n
0.3326013513513513,0.527972972972973,0.6891216216216216,0.6094932432432433,0.4753716216216216,0.65125,0.3326013513513513,0.527972972972973,0.6891216216216216,0.6094932432432433,0.4753716216216216,0.65125,0.4004586905327788,1,29600,29600,29600
0.2160310573190226,0.4416533455126741,0.703128568166248,0.5435030828956383,0.36263987211692167,0.619091116693309,0.42251004912907547,0.7070120589548906,0.8718177757927646,0.794104510942385,0.6167932112550245,0.837427422956677,0.5129073653390884,2-5,4379,4741,2239
0.6,1.0,1.0,1.0,0.8,1.0,0.6,1.0,1.0,1.0,0.8,1.0,0.6733333333333333,21-100,5,5,5
0.3493150684931507,0.589041095890411,0.8082191780821918,0.6712328767123288,0.5068493150684932,0.7328767123287672,0.4473684210526316,0.7456140350877193,0.9035087719298246,0.8421052631578947,0.6491228070175439,0.868421052631579,0.5461893407994461,6-20,146,146,114
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.35,>100,2,2,2
