CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@100,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@50,Hit@1,Hit@10,Hit@100,Hit@25,Hit@5,Hit@50,MRR,answerable_n,direction,n,noncombination_answerable_n
0.2714466826313565,0.47073531483307507,0.6540709959149176,0.5583180729680237,0.4141780532469362,0.6070573320185941,0.2907033754478597,0.4921365264944371,0.6636997925702433,0.5782764472939845,0.43639449368282107,0.6228549877427871,0.3603350865996682,28396,ICD10CM_TO_ICD9CM,28673,26515
0.5468967921896792,0.7475592747559274,0.8767433751743375,0.8145048814504882,0.6935146443514645,0.8479776847977685,0.5761248852157943,0.781267217630854,0.8929292929292929,0.842791551882461,0.7274563820018366,0.8710743801652893,0.6453671737542838,5736,ICD9CM_TO_ICD10CM,5821,5445
