CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@100,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@50,Hit@1,Hit@10,Hit@100,Hit@25,Hit@5,Hit@50,MRR,answerable_n,mapping_kind,n,noncombination_answerable_n
0.423728813559322,0.7097457627118644,0.8737288135593221,0.7970338983050848,0.6190677966101695,0.839406779661017,0.423728813559322,0.7097457627118644,0.8737288135593221,0.7970338983050848,0.6190677966101695,0.839406779661017,0.5147168824203485,2360,ALTERNATIVE,2360,2360
0.0,0.16658227848101265,0.5179746835443038,0.2729113924050633,0.10227848101265823,0.37924050632911394,,,,,,,,1975,COMBINATION,1975,0
0.0,0.116751269035533,0.6040609137055838,0.3299492385786802,0.025380710659898477,0.48223350253807107,,,,,,,,197,COMBINATION_WITH_ALTERNATIVES,197,0
,,,,,,,,,,,,,0,NO_MAP,362,0
0.27814099450816304,0.48358052826241266,0.6592072327866403,0.572383905555348,0.4270557029177719,0.6178876975380132,0.27814099450816304,0.48358052826241266,0.6592072327866403,0.572383905555348,0.4270557029177719,0.6178876975380132,0.3493351179177296,26767,SINGLE_APPROXIMATE,26767,26767
0.8471584892340275,0.9474055771267208,0.9717613836921991,0.9601129544652311,0.9318743381574303,0.9664666431344864,0.8471584892340275,0.9474055771267208,0.9717613836921991,0.9601129544652311,0.9318743381574303,0.9664666431344864,0.8834889299210682,2833,SINGLE_EXACT,2833,2833
