CompleteScenarioRetrieval@1,CompleteScenarioRetrieval@10,CompleteScenarioRetrieval@100,CompleteScenarioRetrieval@25,CompleteScenarioRetrieval@5,CompleteScenarioRetrieval@50,Hit@1,Hit@10,Hit@100,Hit@25,Hit@5,Hit@50,MRR,answerable_n,dataset,n,noncombination_answerable_n
0.26800929512006194,0.4506724878529681,0.62206886838955,0.5212308992324484,0.39631011900570384,0.570945708048729,0.2890120738097046,0.47718125901738934,0.6342167210874022,0.5454476421899916,0.4217480446503151,0.5912369959753968,0.3518161576834306,14201,backward_family_held_out_test,14332,13169
0.27488552307150405,0.4908066220500176,0.6860866502289539,0.595420922860162,0.4320535399788658,0.6431842197957027,0.2923722463659523,0.5068934512213398,0.6927918477446426,0.6106698636295519,0.4508466956391428,0.6540536490334182,0.36874103406691916,14195,backward_stratified_test,14341,13346
0.5374828060522696,0.7431224209078404,0.8775790921595599,0.8108665749656121,0.6839752407152683,0.8459422283356258,0.5683636363636364,0.7810909090909091,0.8938181818181818,0.8436363636363636,0.7210909090909091,0.8709090909090909,0.6398366759852352,2908,forward_family_held_out_test,2908,2750
0.5565770862800565,0.7521216407355021,0.8758840169731259,0.8182461103253182,0.7033239038189534,0.8500707213578501,0.5840445269016697,0.7814471243042672,0.8920222634508349,0.8419294990723563,0.733951762523191,0.8712430426716141,0.6510105388247415,2828,forward_stratified_test,2913,2695
