group,n,Hit@1,Hit@5,Hit@10,Hit@25,Hit@50,Hit@100,MRR
dev,242,0.7892561983471075,0.8966942148760331,0.9504132231404959,0.9752066115702479,0.9917355371900827,0.9958677685950413,0.8414263819611094
test,549,0.7285974499089253,0.907103825136612,0.9326047358834244,0.9653916211293261,0.9781420765027322,0.9872495446265938,0.8050875348905306
train,1904,0.7085084033613446,0.8807773109243697,0.9254201680672269,0.960609243697479,0.9784663865546218,0.990546218487395,0.7865182789114603
