group,n,Hit@1,Hit@5,Hit@10,Hit@25,Hit@50,Hit@100,MRR
LEXICAL_EXACT,469,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LEXICAL_HIGH,524,0.9083969465648855,0.9923664122137404,1.0,1.0,1.0,1.0,0.9461430691869623
LEXICAL_LOW,882,0.41496598639455784,0.7052154195011338,0.8061224489795918,0.8945578231292517,0.9421768707482994,0.9705215419501134,0.5476488188706193
LEXICAL_MEDIUM,820,0.7670731707317073,0.9524390243902439,0.975609756097561,0.9914634146341463,0.9951219512195122,1.0,0.8479802654134849
