source_id,mapping_form,candidate_contained,partial_representation,masked_slot_count
track_a_v1.0:ICD9CM_TO_ICD10CM:81333,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:81344,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:81347,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:81354,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:82312,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:82322,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:82382,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:82539,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8280,COMBINATION_WITH_ALTERNATIVES,False,False,6
track_a_v1.0:ICD9CM_TO_ICD10CM:8281,COMBINATION_WITH_ALTERNATIVES,False,False,6
track_a_v1.0:ICD9CM_TO_ICD10CM:8301,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83110,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83111,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83112,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83113,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83114,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83119,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83210,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83212,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83219,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83310,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83311,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83312,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83314,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83319,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83410,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83411,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83412,COMBINATION,False,False,2
track_a_v1.0:ICD9CM_TO_ICD10CM:83510,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83512,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8364,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83661,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83662,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83663,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83664,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83669,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8371,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83811,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83812,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83813,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83815,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83816,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83910,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83911,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83914,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83915,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83916,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83917,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83918,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83930,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83931,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83950,COMBINATION,False,False,2
track_a_v1.0:ICD9CM_TO_ICD10CM:83951,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83952,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:83971,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:83979,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85110,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85112,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85116,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85119,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85130,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85132,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85133,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85134,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85135,COMBINATION_WITH_ALTERNATIVES,False,True,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85139,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85151,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85152,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85156,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85159,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85170,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85173,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85174,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85175,COMBINATION_WITH_ALTERNATIVES,False,True,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85176,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85179,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85190,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85192,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85193,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85194,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85195,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85196,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85199,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85211,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85212,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85213,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85214,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85219,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85230,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85231,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85232,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85234,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85239,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85251,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85252,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85254,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85255,COMBINATION_WITH_ALTERNATIVES,False,True,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85256,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85259,COMBINATION_WITH_ALTERNATIVES,False,True,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85310,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85311,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85312,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85314,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85315,COMBINATION_WITH_ALTERNATIVES,False,True,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85319,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85409,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:85412,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85415,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85419,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8605,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86110,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86111,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86130,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86131,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8621,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86231,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86232,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8629,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8631,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86330,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86331,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86350,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86351,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86352,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86355,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86356,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86359,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86390,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86392,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86394,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86399,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86410,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86412,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86414,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86415,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86419,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86510,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86511,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86512,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86514,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86610,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86611,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86612,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86613,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8671,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8675,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8679,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86810,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86811,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86812,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86814,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:86819,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8691,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:87410,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:88020,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:88022,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:88029,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:88120,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:88121,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8822,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8832,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8902,COMBINATION_WITH_ALTERNATIVES,False,True,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8922,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8932,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8963,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8977,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9103,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9107,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9111,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9113,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9119,COMBINATION,False,False,2
track_a_v1.0:ICD9CM_TO_ICD10CM:9121,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9125,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9127,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9129,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9135,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9139,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9141,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9143,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9147,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9149,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9155,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9159,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9161,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9165,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9167,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9169,COMBINATION_WITH_ALTERNATIVES,False,True,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9171,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9173,COMBINATION_WITH_ALTERNATIVES,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9179,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9191,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9193,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9199,COMBINATION,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:E9570,COMBINATION,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:E9572,COMBINATION_WITH_ALTERNATIVES,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:E9579,COMBINATION,False,False,1
