source_id,mapping_form,scenario_count,choice_list_count,candidate_contained,partial_representation,masked_slot_count
track_a_v1.0:ICD9CM_TO_ICD10CM:85319,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85412,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85415,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:85419,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86511,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86611,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86612,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8671,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:86812,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8691,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:87410,COMBINATION,2,4,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8832,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:8902,COMBINATION_WITH_ALTERNATIVES,1,2,False,True,0
track_a_v1.0:ICD9CM_TO_ICD10CM:8932,COMBINATION_WITH_ALTERNATIVES,1,2,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9103,COMBINATION_WITH_ALTERNATIVES,1,2,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9107,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9121,COMBINATION_WITH_ALTERNATIVES,1,2,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9125,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9127,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9129,COMBINATION_WITH_ALTERNATIVES,1,2,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9135,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9139,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9155,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9159,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9161,COMBINATION_WITH_ALTERNATIVES,1,2,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9165,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9167,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9169,COMBINATION_WITH_ALTERNATIVES,1,2,False,True,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9171,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:9173,COMBINATION_WITH_ALTERNATIVES,1,2,True,False,0
track_a_v1.0:ICD9CM_TO_ICD10CM:9179,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
track_a_v1.0:ICD9CM_TO_ICD10CM:E9572,COMBINATION_WITH_ALTERNATIVES,1,2,False,False,1
